"","X","Course.taken","Quarter","Grade.earned","numericalgrade","Last.quarter.of.attendance","Drop.date","Concurrent.GPA","Concurrent.credits.registered.for","Concurrent.credits.earned","COMPASS.Reading","COMPASS.Number.Skills","COMPASS.Elem.Alg","COMPASS.College.Alg","COMPASS.Trig","MAPS.score","FID"
"22973",22973,"MATH&142","B234","3.3",3.3,"B344","",3.71,17,17,88,NA,"91",53,"",NA,5982
"22974",22974,"MATH&151","B341","3.5",3.5,"B344","",3.73,15,15,88,NA,"91",53,"",NA,5982
"22975",22975,"MATH&141","B123","3.4",3.4,"B234","",2.13,15,10,86,NA,"90",65,"",NA,7493
"22976",22976,"MATH&142","B232","3.8",3.8,"B234","",3.45,15,10,86,NA,"90",65,"",NA,7493
"22977",22977,"MATH&151","B233","3.8",3.8,"B234","",2.93,20,20,86,NA,"90",65,"",NA,7493
"22978",22978,"MATH&151","B122","3.6",3.6,"B124","",3.8,21,16,77,NA,"97",97,"82",NA,5562
"22979",22979,"MATH&151","B124","3.9",3.9,"B344","",3.63,18,18,82,NA,"99",85,"68",NA,5926
"22980",22980,"MATH147","B233","4",4,"B344","",3.87,19,19,70,NA,"99",54,"",NA,5867
"22981",22981,"MATH&141","B232","P",NA,"B344","",3.75,19,15,64,NA,"89",70,"",NA,2062
"22982",22982,"MATH&141","B233","3.9",3.9,"B344","",3.7,15,15,79,NA,"85",70,"",680,10863
"22983",22983,"MATH&151","B234","2",2,"B344","",2.37,18,18,79,NA,"85",70,"",680,10863
"22984",22984,"MATH&141","B123","3.8",3.8,"B342","",3.57,17,15,88,NA,"92",49,"",NA,8866
"22985",22985,"MATH&142","B342","3.1",3.1,"B342","",3.31,13,13,88,NA,"92",49,"",NA,8866
"22986",22986,"MATH072","B342","3.8",3.8,"B344","",3.81,18,18,62,NA,"84",61,"",NA,2646
"22987",22987,"MATH&151","B231","3.2",3.2,"B234","",3.7,15,15,88,NA,"98",85,"52",NA,1997
"22988",22988,"MATH147","B124","4",4,"B234","",3.82,19,19,88,NA,"98",85,"52",NA,1997
"22989",22989,"MATH072","B123","4",4,"B124","",2.58,20,20,92,NA,"58",NA,"",NA,11896
"22990",22990,"MATH&151","B232","4",4,"B344","",3.4,15,10,78,NA,"99",83,"60",NA,9710
"22991",22991,"MATH&107","B122","0",0,"B122","10/1/2011",0.17,20,0,75,NA,"87",57,"",NA,3740
"22992",22992,"MATH&141","B232","4",4,"B343","",3.69,16,16,65,NA,"65",NA,"",NA,7975
"22993",22993,"MATH&142","B233","3.8",3.8,"B343","",3.33,20,15,65,NA,"65",NA,"",NA,7975
"22994",22994,"MATH097","B124","4",4,"B343","",3.28,18,18,65,NA,"65",NA,"",NA,7975
"22995",22995,"MATH&151","B124","W",NA,"B344","4/18/2012",4,18,13,89,NA,"94",81,"71",NA,5372
"22996",22996,"MATH&151","B232","1.6",1.6,"B344","",3.17,15,15,89,NA,"94",81,"71",NA,5372
"22997",22997,"MATH&151","B341","4",4,"B344","",4,15,15,89,NA,"94",81,"71",NA,5372
"22998",22998,"MATH147","B233","4",4,"B344","",4,15,15,89,NA,"94",81,"71",NA,5372
"22999",22999,"MATH&142","B124","4",4,"B232","",3.9,18,18,87,NA,"99",91,"65",NA,8461
"23000",23000,"MATH&151","B123","4",4,"B232","",4,17,17,87,NA,"99",91,"65",NA,8461
"23001",23001,"MATH&141","B124","3.1",3.1,"B343","",3.53,20,15,99,NA,"91",88,"55",NA,6816
"23002",23002,"MATH&151","B123","4",4,"B234","",4,20,20,86,NA,"97",83,"96",NA,2967
"23003",23003,"MATH&142","B232","3.1",3.1,"B234","",3.59,19,19,88,NA,"94",80,"17",NA,6377
"23004",23004,"MATH097","B122","3.9",3.9,"B234","",3.95,16,10,91,NA,"70",NA,"",NA,4674
"23005",23005,"MATH147","B233","0",0,"B234","1/22/2013",0,15,0,91,NA,"70",NA,"",NA,4674
"23006",23006,"MATH070","B123","3.9",3.9,"B232","",3.14,18,18,73,64,"25",NA,"",NA,5928
"23007",23007,"MATH072","B124","3.8",3.8,"B232","",2.9,15,10,73,64,"25",NA,"",NA,5928
"23008",23008,"MATH097","B232","1",1,"B232","",1.43,15,10,73,64,"25",NA,"",NA,5928
"23009",23009,"MATH&151","B124","4",4,"B234","",3.87,17,17,67,NA,"83",84,"65",665,10842
"23010",23010,"MATH&141","B124","4",4,"B342","",3.61,18,18,95,NA,"97",77,"56",NA,1845
"23011",23011,"MATH&151","B123","3",3,"B342","",3.17,16,16,95,NA,"97",77,"56",NA,1845
"23012",23012,"MATH&141","B231","3.5",3.5,"","",2.37,15,10,NA,NA,"",NA,"",NA,3622
"23013",23013,"MATH&142","B232","4",4,"","",3.95,20,20,NA,NA,"",NA,"",NA,3622
"23014",23014,"MATH&151","B233","3.9",3.9,"","",3.77,15,15,NA,NA,"",NA,"",NA,3622
"23015",23015,"MATH&151","B232","3.4",3.4,"B344","",3.72,18,18,73,NA,"84",97,"56",NA,4940
"23016",23016,"MATH070","B233","3.7",3.7,"B342","",2.93,18,15,66,35,"18",NA,"",175,4993
"23017",23017,"MATH072","B234","3.5",3.5,"B342","",3.23,18,13,66,35,"18",NA,"",175,4993
"23018",23018,"MATH097","B342","3.6",3.6,"B342","",3.65,10,10,66,35,"18",NA,"",175,4993
"23019",23019,"MATH072","B124","4",4,"B124","",4,18,13,94,NA,"57",NA,"",NA,1389
"23020",23020,"MATH072","B232","2.3",2.3,"B232","",2.54,12,10,46,NA,"45",NA,"",NA,5640
"23021",23021,"MATH&141","B123","4",4,"B342","",3.13,20,20,83,NA,"97",66,"",NA,10684
"23022",23022,"MATH&142","B124","3.8",3.8,"B342","",3.6,20,20,83,NA,"97",66,"",NA,10684
"23023",23023,"MATH&141","B234","3.3",3.3,"B344","",3.67,17,15,62,NA,"48",NA,"",NA,2992
"23024",23024,"MATH072","B232","3.8",3.8,"B344","",3.87,15,15,62,NA,"48",NA,"",NA,2992
"23025",23025,"MATH097","B233","4",4,"B344","",3.4,15,15,62,NA,"48",NA,"",NA,2992
"23026",23026,"MATH&151","B123","4",4,"B234","",3.98,24,24,89,NA,"97",82,"55",NA,500
"23027",23027,"MATH&151","B122","4",4,"B234","",4,15,15,90,NA,"97",86,"84",NA,8378
"23028",23028,"MATH&141","B124","4",4,"B234","",3.87,20,20,72,NA,"99",84,"78",NA,8288
"23029",23029,"MATH&151","B231","2.4",2.4,"B234","",2.93,18,18,72,NA,"99",84,"78",NA,8288
"23030",23030,"MATH097","B123","4",4,"B234","",4,18,18,72,NA,"99",84,"78",NA,8288
"23031",23031,"MATH&142","B232","2.9",2.9,"B342","",2.91,16,13,79,NA,"82",86,"26",NA,11419
"23032",23032,"MATH072","B124","4",4,"B342","",3.5,10,10,79,NA,"82",86,"26",NA,11419
"23033",23033,"MATH&151","B232","3.7",3.7,"B344","",3.72,16,16,73,NA,"99",84,"96",NA,8524
"23034",23034,"MATH&141","B232","NC",NA,"B344","",1.35,18,8,73,NA,"69",NA,"",NA,11585
"23035",23035,"MATH&141","B234","1.8",1.8,"B344","",2.38,16,16,73,NA,"69",NA,"",NA,11585
"23036",23036,"MATH072","B124","2.8",2.8,"B344","",2.11,18,18,73,NA,"69",NA,"",NA,11585
"23037",23037,"MATH097","B231","2.5",2.5,"B344","",3.3,15,15,73,NA,"69",NA,"",NA,11585
"23038",23038,"MATH&151","B233","1",1,"","",1.98,20,20,NA,NA,"",NA,"",NA,9874
"23039",23039,"MATH072","B122","4",4,"B234","",3.9,15,15,75,78,"27",NA,"",NA,1213
"23040",23040,"MATH097","B123","3.8",3.8,"B234","",3.9,15,15,75,78,"27",NA,"",NA,1213
"23041",23041,"MATH147","B124","3.7",3.7,"B234","",3.7,20,20,75,78,"27",NA,"",NA,1213
"23042",23042,"MATH070","B122","3.7",3.7,"B122","",3.85,12,12,70,31,"21",NA,"",270,4648
"23043",23043,"MATH&141","B123","0.5",0.5,"B343","",2.2,15,5,75,NA,"92",66,"",NA,6553
"23044",23044,"MATH&141","B124","2",2,"B343","",1.31,16,10,75,NA,"92",66,"",NA,6553
"23045",23045,"MATH&142","B232","W",NA,"B343","10/31/2012",1.87,20,10,75,NA,"92",66,"",NA,6553
"23046",23046,"MATH&142","B233","1.3",1.3,"B343","",2.09,17,15,75,NA,"92",66,"",NA,6553
"23047",23047,"MATH&151","B124","4",4,"B344","",3.83,20,20,71,NA,"96",84,"57",NA,8552
"23048",23048,"MATH&151","B232","2.7",2.7,"B343","",3.64,18,18,67,NA,"85",90,"51",NA,5340
"23049",23049,"MATH&151","B341","3",3,"B343","",2.17,15,10,67,NA,"85",90,"51",NA,5340
"23050",23050,"MATH&142","B122","3.5",3.5,"B342","",3.06,16,16,74,NA,"94",78,"25",NA,6445
"23051",23051,"MATH&151","B123","NC",NA,"B342","2/28/2012",0,18,0,74,NA,"94",78,"25",NA,6445
"23052",23052,"MATH&151","B124","2.4",2.4,"B342","",2.7,15,10,74,NA,"94",78,"25",NA,6445
"23053",23053,"MATH&151","B232","3.5",3.5,"B342","",3.15,18,18,74,NA,"94",78,"25",NA,6445
"23054",23054,"MATH097","B232","0",0,"B232","10/4/2012",0,17,0,91,NA,"74",NA,"",NA,2976
"23055",23055,"MATH&141","B122","2.9",2.9,"B341","",3.5,15,15,78,NA,"88",68,"",NA,5903
"23056",23056,"MATH147","B124","4",4,"B341","",3.77,15,15,78,NA,"88",68,"",NA,5903
"23057",23057,"MATH&141","B232","4",4,"B344","",3.33,17,17,80,NA,"92",55,"",675,6023
"23058",23058,"MATH&151","B233","3.9",3.9,"B344","",3.7,20,20,80,NA,"92",55,"",675,6023
"23059",23059,"MATH&142","B124","3.5",3.5,"B344","",3.03,16,16,74,NA,"84",91,"44",NA,3131
"23060",23060,"MATH&151","B232","W",NA,"B344","10/24/2012",1.53,20,10,74,NA,"84",91,"44",NA,3131
"23061",23061,"MATH&151","B233","0",0,"B344","1/10/2013",0.9,15,5,74,NA,"84",91,"44",NA,3131
"23062",23062,"MATH&151","B123","3.7",3.7,"B341","",3.7,20,20,73,NA,"76",75,"51",NA,12153
"23063",23063,"MATH&141","B341","3.2",3.2,"B344","",3.3,15,15,71,NA,"48",NA,"",NA,5055
"23064",23064,"MATH072","B233","3.8",3.8,"B344","",2.52,15,10,71,NA,"48",NA,"",NA,5055
"23065",23065,"MATH097","B234","4",4,"B344","",4,12,12,71,NA,"48",NA,"",NA,5055
"23066",23066,"MATH&151","B122","4",4,"B234","",4,20,20,99,NA,"97",78,"75",NA,1952
"23067",23067,"MATH&141","B341","3.6",3.6,"B343","",3.3,10,10,55,NA,"63",NA,"",478,3442
"23068",23068,"MATH072","B123","3.9",3.9,"B343","",3.5,21,21,55,NA,"63",NA,"",478,3442
"23069",23069,"MATH097","B234","4",4,"B343","",3.23,15,15,55,NA,"63",NA,"",478,3442
"23070",23070,"MATH&141","B232","3.7",3.7,"B343","",3.68,20,20,84,NA,"99",68,"",NA,11680
"23071",23071,"MATH&142","B233","3.3",3.3,"B343","",3.63,15,15,84,NA,"99",68,"",NA,11680
"23072",23072,"MATH&151","B234","4",4,"B343","",3.8,15,15,84,NA,"99",68,"",NA,11680
"23073",23073,"MATH147","B124","4",4,"B343","",3.85,18,18,84,NA,"99",68,"",NA,11680
"23074",23074,"MATH&141","B231","W",NA,"B234","7/25/2012",0,15,0,93,NA,"42",NA,"",NA,663
"23075",23075,"MATH&141","B232","0",0,"B234","10/10/2012",0,16,0,93,NA,"42",NA,"",NA,663
"23076",23076,"MATH&141","B233","0",0,"B234","3/11/2013",0,16,0,93,NA,"42",NA,"",NA,663
"23077",23077,"MATH&141","B234","1.8",1.8,"B234","",1.95,15,10,93,NA,"42",NA,"",NA,663
"23078",23078,"MATH072","B123","3.9",3.9,"B234","",3.8,15,15,93,NA,"42",NA,"",NA,663
"23079",23079,"MATH097","B124","3.8",3.8,"B234","",3.67,15,15,93,NA,"42",NA,"",NA,663
"23080",23080,"MATH&141","B122","4",4,"B234","",3.93,15,15,93,NA,"86",59,"",NA,3731
"23081",23081,"MATH&142","B123","2.6",2.6,"B234","",3.48,20,20,93,NA,"86",59,"",NA,3731
"23082",23082,"MATH&151","B124","3.6",3.6,"B234","",3.67,18,15,93,NA,"86",59,"",NA,3731
"23083",23083,"MATH&142","B234","3.9",3.9,"B344","",3.8,20,20,64,NA,"90",77,"32",NA,2632
"23084",23084,"MATH&151","B341","3.4",3.4,"B344","",3.57,15,15,64,NA,"90",77,"32",NA,2632
"23085",23085,"MATH147","B233","4",4,"B344","",3.65,12,12,64,NA,"90",77,"32",NA,2632
"23086",23086,"MATH097","B234","NC",NA,"B344","5/29/2013",2.5,15,10,76,NA,"74",NA,"",NA,12406
"23087",23087,"MATH097","B341","0",0,"B344","8/15/2013",1.27,15,10,76,NA,"74",NA,"",NA,12406
"23088",23088,"MATH097","B342","3",3,"B344","",1.67,15,10,76,NA,"74",NA,"",NA,12406
"23089",23089,"MATH062","B232","2.8",2.8,"B342","",1.9,15,10,87,31,"16",NA,"",NA,3152
"23090",23090,"MATH070","B233","2",2,"B342","",1.68,14,11,87,31,"16",NA,"",NA,3152
"23091",23091,"MATH&141","B124","3",3,"B234","",3.71,17,17,89,NA,"55",NA,"",NA,10921
"23092",23092,"MATH&142","B231","3.3",3.3,"B234","",3.63,18,18,89,NA,"55",NA,"",NA,10921
"23093",23093,"MATH&151","B232","3.2",3.2,"B234","",3.57,21,21,89,NA,"55",NA,"",NA,10921
"23094",23094,"MATH072","B122","3.5",3.5,"B234","",3.5,20,20,89,NA,"55",NA,"",NA,10921
"23095",23095,"MATH097","B123","3.9",3.9,"B234","",3.48,20,20,89,NA,"55",NA,"",NA,10921
"23096",23096,"MATH&141","B234","0",0,"B342","4/17/2013",0,12,0,42,NA,"26",NA,"",NA,7460
"23097",23097,"MATH072","B123","3.3",3.3,"B342","",2.43,15,10,42,NA,"26",NA,"",NA,7460
"23098",23098,"MATH097","B124","4",4,"B342","",3,17,15,42,NA,"26",NA,"",NA,7460
"23099",23099,"MATH147","B232","0",0,"B342","12/2/2012",1.42,12,5,42,NA,"26",NA,"",NA,7460
"23100",23100,"MATH147","B233","0",0,"B342","1/30/2013",2.67,20,10,42,NA,"26",NA,"",NA,7460
"23101",23101,"MATH147","B341","3.7",3.7,"B342","",2.85,10,10,42,NA,"26",NA,"",NA,7460
"23102",23102,"MATH&151","B232","4",4,"B234","",3.89,18,18,77,NA,"99",82,"96",NA,4931
"23103",23103,"MATH072","B232","3.2",3.2,"B344","",3.24,17,17,88,NA,"35",NA,"",NA,1748
"23104",23104,"MATH097","B233","4",4,"B344","",3.5,15,15,88,NA,"35",NA,"",NA,1748
"23105",23105,"MATH147","B234","4",4,"B344","",3.8,15,15,88,NA,"35",NA,"",NA,1748
"23106",23106,"MATH&151","B123","4",4,"B234","",4,21,21,87,NA,"98",81,"96",NA,8187
"23107",23107,"MATH&151","B124","4",4,"B342","",3.17,18,18,77,NA,"87",89,"70",NA,1929
"23108",23108,"MATH&142","B122","3.5",3.5,"B124","",3.5,15,15,64,NA,"94",86,"47",NA,11425
"23109",23109,"MATH&151","B123","NC",NA,"B124","2/28/2012",0.1,23,0,64,NA,"94",86,"47",NA,11425
"23110",23110,"MATH&151","B124","2.6",2.6,"B124","",2.6,15,5,64,NA,"94",86,"47",NA,11425
"23111",23111,"MATH&141","B123","2.9",2.9,"B344","",2.3,20,15,75,NA,"90",58,"",NA,2933
"23112",23112,"MATH&142","B124","3.6",3.6,"B344","",3.7,15,15,75,NA,"90",58,"",NA,2933
"23113",23113,"MATH&151","B232","1.8",1.8,"B344","",2.47,15,15,75,NA,"90",58,"",NA,2933
"23114",23114,"MATH&151","B234","3.6",3.6,"B344","",3.67,15,15,75,NA,"90",58,"",NA,2933
"23115",23115,"MATH&151","B232","4",4,"B344","",4,15,15,50,NA,"94",79,"51",NA,3670
"23116",23116,"MATH&141","B341","3.1",3.1,"B344","",3.1,5,5,77,NA,"61",NA,"",NA,8768
"23117",23117,"MATH&142","B342","0",0,"B344","12/13/2013",1.5,18,5,77,NA,"61",NA,"",NA,8768
"23118",23118,"MATH072","B232","3.6",3.6,"B344","",3.67,12,12,77,NA,"61",NA,"",NA,8768
"23119",23119,"MATH097","B233","0",0,"B344","3/15/2013",1.47,17,10,77,NA,"61",NA,"",NA,8768
"23120",23120,"MATH097","B234","3.5",3.5,"B344","",2.5,13,13,77,NA,"61",NA,"",NA,8768
"23121",23121,"MATH&141","B232","2.1",2.1,"B342","",3.13,15,15,77,NA,"89",58,"",NA,2645
"23122",23122,"MATH&142","B341","3",3,"B342","",3.05,13,10,77,NA,"89",58,"",NA,2645
"23123",23123,"MATH&151","B124","4",4,"B342","",3.97,15,15,80,NA,"97",91,"57",NA,6703
"23124",23124,"MATH&151","B123","4",4,"B342","",3.97,17,17,75,NA,"99",90,"96",NA,6555
"23125",23125,"MATH&151","B122","1.6",1.6,"B123","",2.58,16,16,87,NA,"73",NA,"",547,1167
"23126",23126,"MATH&141","B231","3.5",3.5,"B234","",3.73,15,15,66,NA,"55",NA,"",470,10146
"23127",23127,"MATH&142","B232","NC",NA,"B234","10/10/2012",0,16,5,66,NA,"55",NA,"",470,10146
"23128",23128,"MATH072","B123","3.8",3.8,"B234","",3.4,15,15,66,NA,"55",NA,"",470,10146
"23129",23129,"MATH097","B124","2.5",2.5,"B234","",3.08,20,13,66,NA,"55",NA,"",470,10146
"23130",23130,"MATH&141","B124","4",4,"B344","",3.83,15,15,83,NA,"87",66,"",663,8651
"23131",23131,"MATH&142","B232","3.9",3.9,"B344","",3.5,18,18,83,NA,"87",66,"",663,8651
"23132",23132,"MATH&151","B233","4",4,"B344","",3.91,13,13,83,NA,"87",66,"",663,8651
"23133",23133,"MATH062","B124","3.9",3.9,"B344","",3.7,13,13,70,41,"22",NA,"",135,2248
"23134",23134,"MATH070","B232","3.3",3.3,"B344","",2.6,15,15,70,41,"22",NA,"",135,2248
"23135",23135,"MATH072","B233","0",0,"B344","3/4/2013",0.71,17,7,70,41,"22",NA,"",135,2248
"23136",23136,"MATH072","B234","3.7",3.7,"B344","",1.63,15,10,70,41,"22",NA,"",135,2248
"23137",23137,"MATH097","B341","0",0,"B344","8/15/2013",1.05,15,5,70,41,"22",NA,"",135,2248
"23138",23138,"MATH097","B342","0",0,"B344","11/20/2013",0,15,0,70,41,"22",NA,"",135,2248
"23139",23139,"MATH097","B231","0",0,"B232","7/23/2012",0.28,18,5,74,NA,"62",NA,"",NA,11447
"23140",23140,"MATH097","B124","3.9",3.9,"B342","",3.88,20,20,65,NA,"63",NA,"",NA,3314
"23141",23141,"MATH&141","B122","3.7",3.7,"B234","",3.86,19,19,90,NA,"97",56,"",NA,2839
"23142",23142,"MATH&142","B123","4",4,"B234","",3.53,18,18,90,NA,"97",56,"",NA,2839
"23143",23143,"MATH&151","B124","3.2",3.2,"B234","",3.33,19,19,90,NA,"97",56,"",NA,2839
"23144",23144,"MATH&141","B233","4",4,"B344","",3.4,13,13,88,NA,"91",72,"",NA,4207
"23145",23145,"MATH&142","B234","2.7",2.7,"B344","",3.13,19,15,88,NA,"91",72,"",NA,4207
"23146",23146,"MATH097","B123","4",4,"B123","",3.63,20,20,88,NA,"65",NA,"",NA,6145
"23147",23147,"MATH&151","B124","4",4,"B344","",3.89,18,18,81,NA,"99",93,"73",NA,7265
"23148",23148,"MATH147","B341","4",4,"B344","",3.87,17,15,81,NA,"99",93,"73",NA,7265
"23149",23149,"MATH&151","B122","3.5",3.5,"B124","",3.79,20,20,85,NA,"96",79,"50",NA,7698
"23150",23150,"MATH147","B123","4",4,"B124","",3.5,26,26,85,NA,"96",79,"50",NA,7698
"23151",23151,"MATH&142","B232","3.8",3.8,"B344","",3.92,13,13,74,NA,"85",78,"42",NA,3293
"23152",23152,"MATH&151","B233","3.7",3.7,"B344","",3.86,17,17,74,NA,"85",78,"42",NA,3293
"23153",23153,"MATH&141","B124","2.5",2.5,"B234","",3.5,19,15,75,NA,"65",NA,"",NA,4662
"23154",23154,"MATH&142","B231","3.6",3.6,"B234","",3.7,10,10,75,NA,"65",NA,"",NA,4662
"23155",23155,"MATH&151","B232","3.9",3.9,"B234","",3.87,15,15,75,NA,"65",NA,"",NA,4662
"23156",23156,"MATH097","B123","3",3,"B234","",3.71,17,17,75,NA,"65",NA,"",NA,4662
"23157",23157,"MATH072","B234","NC",NA,"B342","5/15/2013",0,15,0,79,NA,"53",NA,"",NA,5004
"23158",23158,"MATH097","B232","4",4,"B234","",3.63,15,15,66,NA,"63",NA,"",NA,10928
"23159",23159,"MATH&141","B233","1.5",1.5,"B344","",0.5,20,5,96,71,"37",NA,"",464,1693
"23160",23160,"MATH&141","B234","2.3",2.3,"B344","",2.75,12,12,96,71,"37",NA,"",464,1693
"23161",23161,"MATH&142","B341","2.4",2.4,"B344","",2.8,10,10,96,71,"37",NA,"",464,1693
"23162",23162,"MATH072","B124","2",2,"B344","",2.95,20,20,96,71,"37",NA,"",464,1693
"23163",23163,"MATH072","B231","3.7",3.7,"B344","",3.9,15,15,96,71,"37",NA,"",464,1693
"23164",23164,"MATH097","B232","2.9",2.9,"B344","",2.7,20,20,96,71,"37",NA,"",464,1693
"23165",23165,"MATH070","B232","0",0,"B342","11/8/2012",0.42,18,5,75,54,"21",NA,"",NA,2568
"23166",23166,"MATH070","B341","0",0,"B342","7/8/2013",0.9,20,5,75,54,"21",NA,"",NA,2568
"23167",23167,"MATH&151","B124","2.8",2.8,"B344","",3.53,18,18,83,NA,"85",71,"",679,5349
"23168",23168,"MATH&151","B232","4",4,"B344","",3.83,20,20,83,NA,"85",71,"",679,5349
"23169",23169,"MATH&142","B124","4",4,"B344","",3.15,20,20,76,NA,"94",73,"",NA,4637
"23170",23170,"MATH&151","B231","3.8",3.8,"B344","",3.75,15,10,76,NA,"94",73,"",NA,4637
"23171",23171,"MATH072","B123","4",4,"B124","",3.8,15,15,68,NA,"55",NA,"",NA,11537
"23172",23172,"MATH147","B233","4",4,"B344","",4,10,10,63,NA,"80",63,"",NA,10098
"23173",23173,"MATH&151","B124","3.9",3.9,"B342","",3.8,20,20,83,NA,"87",90,"52",NA,384
"23174",23174,"MATH097","B233","1.5",1.5,"B342","",1.97,15,15,74,NA,"36",72,"",570,5222
"23175",23175,"MATH147","B234","3.1",3.1,"B342","",3.45,20,20,74,NA,"36",72,"",570,5222
"23176",23176,"MATH&142","B123","4",4,"B342","",4,16,16,84,NA,"99",88,"47",NA,3834
"23177",23177,"MATH&151","B124","4",4,"B342","",4,16,16,84,NA,"99",88,"47",NA,3834
"23178",23178,"MATH&141","B124","4",4,"B344","",3.94,16,16,71,NA,"97",67,"",695,1704
"23179",23179,"MATH147","B232","4",4,"B344","",3.73,15,15,71,NA,"97",67,"",695,1704
"23180",23180,"MATH&141","B233","4",4,"B344","",3.75,20,20,70,NA,"65",NA,"",NA,2832
"23181",23181,"MATH&142","B234","3.9",3.9,"B344","",3.85,15,10,70,NA,"65",NA,"",NA,2832
"23182",23182,"MATH&151","B341","0",0,"B344","8/15/2013",2.23,15,10,70,NA,"65",NA,"",NA,2832
"23183",23183,"MATH&151","B342","4",4,"B344","",4,20,20,70,NA,"65",NA,"",NA,2832
"23184",23184,"MATH097","B232","4",4,"B344","",4,17,17,70,NA,"65",NA,"",NA,2832
"23185",23185,"MATH&141","B123","2.7",2.7,"B342","",2.26,14,14,70,NA,"87",52,"",NA,1818
"23186",23186,"MATH&142","B124","2.2",2.2,"B342","",3.17,17,15,70,NA,"87",52,"",NA,1818
"23187",23187,"MATH&151","B232","2.5",2.5,"B342","",2.79,17,17,70,NA,"87",52,"",NA,1818
"23188",23188,"MATH&151","B124","0",0,"B344","4/16/2012",0,13,0,79,NA,"99",85,"68",NA,9955
"23189",23189,"MATH&151","B232","0",0,"B344","10/1/2012",0,18,0,79,NA,"99",85,"68",NA,9955
"23190",23190,"MATH&151","B233","4",4,"B344","",2.47,15,10,79,NA,"99",85,"68",NA,9955
"23191",23191,"MATH&151","B232","3.7",3.7,"B341","",3.72,25,25,86,NA,"95",89,"71",NA,12048
"23192",23192,"MATH097","B123","4",4,"B341","",3.37,20,15,88,NA,"67",NA,"",NA,1990
"23193",23193,"MATH147","B124","3.7",3.7,"B341","",3.78,25,25,88,NA,"67",NA,"",NA,1990
"23194",23194,"MATH&151","B124","4",4,"B342","",3.93,15,15,87,NA,"99",91,"85",NA,11477
"23195",23195,"MATH072","B232","3.9",3.9,"B344","",1.3,15,5,63,NA,"56",NA,"",NA,9593
"23196",23196,"MATH097","B233","4",4,"B344","",3.8,15,15,63,NA,"56",NA,"",NA,9593
"23197",23197,"MATH147","B234","3.4",3.4,"B344","",3.64,18,18,63,NA,"56",NA,"",NA,9593
"23198",23198,"MATH&141","B234","4",4,"B342","",3.9,15,15,79,NA,"86",46,"",NA,6426
"23199",23199,"MATH&141","B232","3.5",3.5,"B344","",3.75,12,12,67,NA,"86",20,"",NA,896
"23200",23200,"MATH&142","B341","3.8",3.8,"B344","",3.57,7,7,67,NA,"86",20,"",NA,896
"23201",23201,"MATH&141","B233","1",1,"B344","",2.78,20,20,67,35,"89",73,"",NA,6808
"23202",23202,"MATH&141","B234","1.5",1.5,"B344","",2.33,19,15,67,35,"89",73,"",NA,6808
"23203",23203,"MATH&141","B231","4",4,"B342","",4,15,15,95,NA,"99",97,"96",NA,9440
"23204",23204,"MATH&151","B232","4",4,"B342","",4,16,16,95,NA,"99",97,"96",NA,9440
"23205",23205,"MATH147","B341","4",4,"B344","",3.4,15,15,67,NA,"77",48,"",NA,4599
"23206",23206,"MATH&141","B233","4",4,"B344","",3.8,20,15,61,NA,"58",NA,"",NA,2194
"23207",23207,"MATH072","B231","3.6",3.6,"B344","",2.73,15,15,61,NA,"58",NA,"",NA,2194
"23208",23208,"MATH097","B232","3.8",3.8,"B344","",3.73,15,15,61,NA,"58",NA,"",NA,2194
"23209",23209,"MATH&141","B232","1.6",1.6,"B344","",1.35,15,10,82,NA,"45",NA,"",NA,447
"23210",23210,"MATH&141","B234","3.2",3.2,"B344","",3.05,19,19,82,NA,"45",NA,"",NA,447
"23211",23211,"MATH&142","B342","2.8",2.8,"B344","",2.94,17,17,82,NA,"45",NA,"",NA,447
"23212",23212,"MATH072","B124","4",4,"B344","",3.77,15,15,82,NA,"45",NA,"",NA,447
"23213",23213,"MATH097","B231","3.6",3.6,"B344","",3.57,15,15,82,NA,"45",NA,"",NA,447
"23214",23214,"MATH&141","B124","4",4,"B344","",3.77,15,15,79,NA,"94",59,"",NA,6290
"23215",23215,"MATH&142","B231","4",4,"B344","",3.43,7,7,79,NA,"94",59,"",NA,6290
"23216",23216,"MATH&151","B232","2.5",2.5,"B344","",3.24,16,16,79,NA,"94",59,"",NA,6290
"23217",23217,"MATH147","B123","3.9",3.9,"B344","",3.6,20,20,79,NA,"94",59,"",NA,6290
"23218",23218,"MATH&142","B123","4",4,"B344","",3.76,16,16,72,NA,"95",91,"44",NA,7914
"23219",23219,"MATH&151","B124","3.8",3.8,"B344","",3.9,16,16,72,NA,"95",91,"44",NA,7914
"23220",23220,"MATH072","B124","3.9",3.9,"B341","",2.67,19,19,60,NA,"32",NA,"",NA,7617
"23221",23221,"MATH097","B233","1.5",1.5,"B341","",1.7,16,11,60,NA,"32",NA,"",NA,7617
"23222",23222,"MATH097","B234","0",0,"B341","4/3/2013",0,13,0,60,NA,"32",NA,"",NA,7617
"23223",23223,"MATH&141","B124","0.9",0.9,"B232","",0.3,15,5,82,NA,"61",NA,"",NA,11262
"23224",23224,"MATH097","B123","3.7",3.7,"B232","",3.63,20,20,82,NA,"61",NA,"",NA,11262
"23225",23225,"MATH&141","B123","3.8",3.8,"B342","",2.97,20,15,92,NA,"96",43,"",NA,208
