"","X","Course.taken","Quarter","Grade.earned","numericalgrade","Last.quarter.of.attendance","Drop.date","Concurrent.GPA","Concurrent.credits.registered.for","Concurrent.credits.earned","COMPASS.Reading","COMPASS.Number.Skills","COMPASS.Elem.Alg","COMPASS.College.Alg","COMPASS.Trig","MAPS.score","FID","success1.0","success2.0","success2.5","forcednumericalgrade"
"23697",23697,"MATH147","B341","3.6",3.6,"B344","",1.67,15,10,55,NA,"79",37,"",NA,11991,TRUE,TRUE,TRUE,3.6
"23698",23698,"MATH&151","B232","2",2,"B342","",3.29,17,17,90,NA,"99",83,"70",NA,12082,TRUE,TRUE,FALSE,2
"23699",23699,"MATH&141","B232","3.9",3.9,"B344","",1.5,13,5,84,48,"",28,"",695,678,TRUE,TRUE,TRUE,3.9
"23700",23700,"MATH&151","B233","3.9",3.9,"B344","",3.45,17,17,84,48,"",28,"",695,678,TRUE,TRUE,TRUE,3.9
"23701",23701,"MATH&151","B233","4",4,"B344","",3.83,21,21,82,99,"99",79,"76",NA,4545,TRUE,TRUE,TRUE,4
"23702",23702,"MATH&151","B342","3.3",3.3,"B344","",1.65,15,5,81,NA,"96",93,"83",NA,66,TRUE,TRUE,TRUE,3.3
"23703",23703,"MATH&151","B231","4",4,"B344","",3.53,15,15,86,NA,"99",78,"67",NA,3333,TRUE,TRUE,TRUE,4
"23704",23704,"MATH&141","B232","4",4,"B344","",4,18,18,93,NA,"92",63,"",NA,8839,TRUE,TRUE,TRUE,4
"23705",23705,"MATH&142","B233","4",4,"B344","",3.72,21,21,93,NA,"92",63,"",NA,8839,TRUE,TRUE,TRUE,4
"23706",23706,"MATH&151","B234","4",4,"B344","",3.73,15,15,93,NA,"92",63,"",NA,8839,TRUE,TRUE,TRUE,4
"23707",23707,"MATH147","B233","3.3",3.3,"B344","",1.1,15,5,77,NA,"99",69,"",NA,7257,TRUE,TRUE,TRUE,3.3
"23708",23708,"MATH&142","B342","2.8",2.8,"B344","",2.93,20,20,82,NA,"87",82,"18",NA,10003,TRUE,TRUE,TRUE,2.8
"23709",23709,"MATH147","B233","3",3,"B344","",2.4,20,20,74,NA,"92",49,"",NA,8607,TRUE,TRUE,TRUE,3
"23710",23710,"MATH&141","B233","2.5",2.5,"B343","",3.03,15,15,78,NA,"46",25,"",NA,8737,TRUE,TRUE,TRUE,2.5
"23711",23711,"MATH&141","B234","4",4,"B344","",3.85,17,17,83,NA,"75",64,"",NA,8901,TRUE,TRUE,TRUE,4
"23712",23712,"MATH&142","B341","4",4,"B344","",4,15,15,83,NA,"75",64,"",NA,8901,TRUE,TRUE,TRUE,4
"23713",23713,"MATH&141","B232","3.6",3.6,"B342","",3.23,15,15,82,72,"75",71,"",683,3495,TRUE,TRUE,TRUE,3.6
"23714",23714,"MATH&151","B233","4",4,"B342","",3.48,16,16,82,72,"75",71,"",683,3495,TRUE,TRUE,TRUE,4
"23715",23715,"MATH&151","B233","3.9",3.9,"B344","",3.77,18,18,86,NA,"79",80,"22",682,10916,TRUE,TRUE,TRUE,3.9
"23716",23716,"MATH&141","B233","W",NA,"B233","2/15/2013",0,17,0,75,NA,"90",53,"",NA,3840,FALSE,FALSE,FALSE,-0.1
"23717",23717,"MATH147","B233","2.9",2.9,"B344","",3.53,20,20,90,NA,"79",61,"",670,11278,TRUE,TRUE,TRUE,2.9
"23718",23718,"MATH&151","B232","3.2",3.2,"B344","",3.73,18,18,90,NA,"86",82,"57",NA,7237,TRUE,TRUE,TRUE,3.2
"23719",23719,"MATH&151","B342","2.3",2.3,"B344","",3.27,15,15,76,NA,"97",82,"81",NA,4208,TRUE,TRUE,FALSE,2.3
"23720",23720,"MATH&141","B234","3.9",3.9,"B344","",3.83,15,15,78,NA,"67",NA,"",NA,6410,TRUE,TRUE,TRUE,3.9
"23721",23721,"MATH&142","B341","0",0,"B344","7/23/2013",2.07,15,10,78,NA,"67",NA,"",NA,6410,FALSE,FALSE,FALSE,0
"23722",23722,"MATH097","B233","4",4,"B344","",3,10,10,78,NA,"67",NA,"",NA,6410,TRUE,TRUE,TRUE,4
"23723",23723,"MATH&151","B233","3.9",3.9,"B344","",3.5,20,20,73,NA,"87",93,"50",NA,8496,TRUE,TRUE,TRUE,3.9
"23724",23724,"MATH&141","B233","4",4,"B344","",2.9,16,16,83,NA,"89",73,"",NA,5067,TRUE,TRUE,TRUE,4
"23725",23725,"MATH&142","B234","4",4,"B344","",3.87,15,15,83,NA,"89",73,"",NA,5067,TRUE,TRUE,TRUE,4
"23726",23726,"MATH&151","B342","3.2",3.2,"B344","",2.8,15,15,83,NA,"89",73,"",NA,5067,TRUE,TRUE,TRUE,3.2
"23727",23727,"MATH&141","B232","4",4,"B344","",3.97,17,17,91,99,"97",86,"91",NA,12451,TRUE,TRUE,TRUE,4
"23728",23728,"MATH&151","B233","4",4,"B344","",3.91,19,19,91,99,"97",86,"91",NA,12451,TRUE,TRUE,TRUE,4
"23729",23729,"MATH&151","B342","0",0,"B344","10/21/2013",1.03,18,8,75,NA,"89",79,"51",NA,2878,FALSE,FALSE,FALSE,0
"23730",23730,"MATH072","B232","2.5",2.5,"B344","",2.67,15,15,86,NA,"40",NA,"",NA,2209,TRUE,TRUE,TRUE,2.5
"23731",23731,"MATH097","B234","2",2,"B344","",2.55,15,10,86,NA,"40",NA,"",NA,2209,TRUE,TRUE,FALSE,2
"23732",23732,"MATH070","B232","0",0,"B343","11/9/2012",0.4,20,5,93,70,"19",NA,"",NA,467,FALSE,FALSE,FALSE,0
"23733",23733,"MATH070","B234","2.8",2.8,"B343","",3.27,20,15,93,70,"19",NA,"",NA,467,TRUE,TRUE,TRUE,2.8
"23734",23734,"MATH072","B341","0",0,"B343","8/15/2013",0.33,15,5,93,70,"19",NA,"",NA,467,FALSE,FALSE,FALSE,0
"23735",23735,"MATH072","B342","2.5",2.5,"B343","",1.5,15,10,93,70,"19",NA,"",NA,467,TRUE,TRUE,TRUE,2.5
"23736",23736,"MATH&141","B233","4",4,"B344","",3.43,18,18,78,NA,"99",62,"",NA,3667,TRUE,TRUE,TRUE,4
"23737",23737,"MATH&142","B234","3.7",3.7,"B344","",2.99,14,14,78,NA,"99",62,"",NA,3667,TRUE,TRUE,TRUE,3.7
"23738",23738,"MATH097","B234","3.8",3.8,"B344","",3.35,20,20,74,NA,"63",NA,"",357,10623,TRUE,TRUE,TRUE,3.8
"23739",23739,"MATH&142","B232","4",4,"B344","",3.9,15,15,84,NA,"91",75,"42",NA,6834,TRUE,TRUE,TRUE,4
"23740",23740,"MATH&151","B233","4",4,"B344","",3.93,15,15,84,NA,"91",75,"42",NA,6834,TRUE,TRUE,TRUE,4
"23741",23741,"MATH&151","B341","3.3",3.3,"B344","",3.19,14,14,82,NA,"77",97,"75",NA,7535,TRUE,TRUE,TRUE,3.3
"23742",23742,"MATH097","B234","3",3,"B344","",3.5,13,13,60,NA,"63",NA,"",NA,8344,TRUE,TRUE,TRUE,3
"23743",23743,"MATH147","B341","3.7",3.7,"B344","",3,20,20,60,NA,"63",NA,"",NA,8344,TRUE,TRUE,TRUE,3.7
"23744",23744,"MATH147","B341","4",4,"B341","",2.7,15,15,77,NA,"99",68,"",NA,1101,TRUE,TRUE,TRUE,4
"23745",23745,"MATH&142","B232","3.7",3.7,"B344","",3.77,18,18,82,NA,"86",78,"47",NA,12043,TRUE,TRUE,TRUE,3.7
"23746",23746,"MATH&151","B233","2.3",2.3,"B344","",2.67,18,15,82,NA,"86",78,"47",NA,12043,TRUE,TRUE,FALSE,2.3
"23747",23747,"MATH072","B233","0",0,"B344","2/25/2013",1.97,19,14,81,NA,"28",NA,"",NA,5228,FALSE,FALSE,FALSE,0
"23748",23748,"MATH072","B234","3",3,"B344","",3,13,13,81,NA,"28",NA,"",NA,5228,TRUE,TRUE,TRUE,3
"23749",23749,"MATH097","B341","1",1,"B344","",1.63,12,12,81,NA,"28",NA,"",NA,5228,TRUE,FALSE,FALSE,1
"23750",23750,"MATH097","B342","2.7",2.7,"B344","",3.53,15,15,81,NA,"28",NA,"",NA,5228,TRUE,TRUE,TRUE,2.7
"23751",23751,"MATH&151","B232","4",4,"B344","",3.95,21,21,91,NA,"96",91,"85",NA,8632,TRUE,TRUE,TRUE,4
"23752",23752,"MATH&151","B232","3.5",3.5,"B344","",3.85,17,17,75,95,"86",83,"77",NA,11250,TRUE,TRUE,TRUE,3.5
"23753",23753,"MATH147","B342","3.6",3.6,"B344","",3.83,20,20,80,NA,"96",70,"",NA,9081,TRUE,TRUE,TRUE,3.6
"23754",23754,"MATH&141","B342","2.8",2.8,"B344","",3.1,20,15,77,NA,"49",NA,"",NA,1119,TRUE,TRUE,TRUE,2.8
"23755",23755,"MATH072","B234","3.7",3.7,"B344","",3.87,15,15,77,NA,"49",NA,"",NA,1119,TRUE,TRUE,TRUE,3.7
"23756",23756,"MATH097","B341","3.4",3.4,"B344","",3.43,15,15,77,NA,"49",NA,"",NA,1119,TRUE,TRUE,TRUE,3.4
"23757",23757,"MATH&142","B232","4",4,"B344","",3.9,18,18,93,NA,"94",85,"34",NA,10007,TRUE,TRUE,TRUE,4
"23758",23758,"MATH&151","B233","4",4,"B344","",3.98,20,20,93,NA,"94",85,"34",NA,10007,TRUE,TRUE,TRUE,4
"23759",23759,"MATH&142","B232","4",4,"B344","",4,20,20,93,NA,"94",85,"34",NA,3324,TRUE,TRUE,TRUE,4
"23760",23760,"MATH&151","B233","4",4,"B344","",4,20,20,93,NA,"94",85,"34",NA,3324,TRUE,TRUE,TRUE,4
"23761",23761,"MATH&151","B232","3.8",3.8,"B344","",3.87,15,15,87,NA,"99",81,"76",NA,1252,TRUE,TRUE,TRUE,3.8
"23762",23762,"MATH147","B232","0",0,"B344","12/13/2012",1.08,17,12,92,NA,"81",63,"",NA,5963,FALSE,FALSE,FALSE,0
"23763",23763,"MATH&141","B233","3",3,"B344","",3.07,15,15,67,66,"",59,"",NA,11987,TRUE,TRUE,TRUE,3
"23764",23764,"MATH&142","B234","2.5",2.5,"B344","",3.23,15,15,67,66,"",59,"",NA,11987,TRUE,TRUE,TRUE,2.5
"23765",23765,"MATH&151","B342","NC",NA,"B344","12/12/2013",2.97,20,15,67,66,"",59,"",NA,11987,FALSE,FALSE,FALSE,-0.1
"23766",23766,"MATH&141","B232","3.4",3.4,"B342","",3.73,15,15,84,20,"",28,"",NA,7869,TRUE,TRUE,TRUE,3.4
"23767",23767,"MATH&142","B233","2.7",2.7,"B342","",2.83,17,17,84,20,"",28,"",NA,7869,TRUE,TRUE,TRUE,2.7
"23768",23768,"MATH&141","B234","3.8",3.8,"B344","",3.67,15,15,68,NA,"87",61,"",NA,2581,TRUE,TRUE,TRUE,3.8
"23769",23769,"MATH147","B233","2.7",2.7,"B344","",2.05,20,15,82,NA,"99",68,"",NA,11923,TRUE,TRUE,TRUE,2.7
"23770",23770,"MATH&141","B342","4",4,"B344","",3.9,20,20,82,NA,"96",79,"59",NA,457,TRUE,TRUE,TRUE,4
"23771",23771,"MATH072","B341","2.5",2.5,"B344","",2.75,10,10,87,46,"34",NA,"",NA,7260,TRUE,TRUE,TRUE,2.5
"23772",23772,"MATH097","B342","NC",NA,"B344","10/9/2013",0,12,0,87,46,"34",NA,"",NA,7260,FALSE,FALSE,FALSE,-0.1
"23773",23773,"MATH&141","B233","3.9",3.9,"B343","",3.53,18,18,80,NA,"94",62,"",NA,5436,TRUE,TRUE,TRUE,3.9
"23774",23774,"MATH&142","B234","4",4,"B343","",3.33,18,18,80,NA,"94",62,"",NA,5436,TRUE,TRUE,TRUE,4
"23775",23775,"MATH&151","B341","3.1",3.1,"B343","",3.4,15,15,80,NA,"94",62,"",NA,5436,TRUE,TRUE,TRUE,3.1
"23776",23776,"MATH&151","B234","3.9",3.9,"B344","",3.95,17,13,74,NA,"98",85,"87",NA,8561,TRUE,TRUE,TRUE,3.9
"23777",23777,"MATH&151","B234","3.7",3.7,"B344","",3.43,17,17,87,88,"96",79,"76",NA,12081,TRUE,TRUE,TRUE,3.7
"23778",23778,"MATH&142","B232","3.9",3.9,"B344","",3.85,20,20,97,NA,"99",80,"30",NA,6197,TRUE,TRUE,TRUE,3.9
"23779",23779,"MATH&151","B233","4",4,"B344","",3.87,15,15,97,NA,"99",80,"30",NA,6197,TRUE,TRUE,TRUE,4
"23780",23780,"MATH&141","B233","2.7",2.7,"B344","",2.75,13,13,92,NA,"57",59,"",NA,6200,TRUE,TRUE,TRUE,2.7
"23781",23781,"MATH&142","B234","3.7",3.7,"B344","",3.12,16,13,92,NA,"57",59,"",NA,6200,TRUE,TRUE,TRUE,3.7
"23782",23782,"MATH&151","B341","3.1",3.1,"B344","",2.7,15,15,92,NA,"57",59,"",NA,6200,TRUE,TRUE,TRUE,3.1
"23783",23783,"MATH&141","B232","3",3,"B232","",2.13,19,17,67,76,"86",NA,"",NA,990,TRUE,TRUE,TRUE,3
"23784",23784,"MATH&141","B233","1",1,"B344","",1.58,19,15,81,NA,"94",71,"",NA,8505,TRUE,FALSE,FALSE,1
"23785",23785,"MATH&141","B234","0",0,"B344","6/13/2013",0,18,0,81,NA,"94",71,"",NA,8505,FALSE,FALSE,FALSE,0
"23786",23786,"MATH072","B233","2.1",2.1,"B344","",2.03,18,18,76,28,"32",19,"",NA,12093,TRUE,TRUE,FALSE,2.1
"23787",23787,"MATH072","B234","3.5",3.5,"B344","",2.75,14,14,76,28,"32",19,"",NA,12093,TRUE,TRUE,TRUE,3.5
"23788",23788,"MATH097","B341","2.8",2.8,"B344","",2.95,12,10,76,28,"32",19,"",NA,12093,TRUE,TRUE,TRUE,2.8
"23789",23789,"MATH147","B342","2.5",2.5,"B344","",1.97,15,15,76,28,"32",19,"",NA,12093,TRUE,TRUE,TRUE,2.5
"23790",23790,"MATH&141","B232","3.9",3.9,"B344","",3.97,18,18,93,NA,"96",30,"",NA,6457,TRUE,TRUE,TRUE,3.9
"23791",23791,"MATH&142","B233","3.1",3.1,"B344","",2.91,17,17,93,NA,"96",30,"",NA,6457,TRUE,TRUE,TRUE,3.1
"23792",23792,"MATH&151","B234","2.2",2.2,"B344","",2.63,15,15,93,NA,"96",30,"",NA,6457,TRUE,TRUE,FALSE,2.2
"23793",23793,"MATH097","B232","1",1,"B344","",1.67,15,10,71,NA,"62",NA,"",NA,8753,TRUE,FALSE,FALSE,1
"23794",23794,"MATH097","B233","0",0,"B344","3/13/2013",0,14,0,71,NA,"62",NA,"",NA,8753,FALSE,FALSE,FALSE,0
"23795",23795,"MATH097","B234","0",0,"B344","4/3/2013",0,19,0,71,NA,"62",NA,"",NA,8753,FALSE,FALSE,FALSE,0
"23796",23796,"MATH097","B342","3.7",3.7,"B344","",3.04,16,13,71,NA,"62",NA,"",NA,8753,TRUE,TRUE,TRUE,3.7
"23797",23797,"MATH072","B232","0",0,"B233","10/16/2012",0.23,18,3,93,NA,"32",NA,"",NA,7047,FALSE,FALSE,FALSE,0
"23798",23798,"MATH072","B232","W",NA,"B234","11/16/2012",2.5,18,13,98,70,"27",NA,"",NA,6362,FALSE,FALSE,FALSE,-0.1
"23799",23799,"MATH&151","B232","3.6",3.6,"B344","",3.89,18,18,78,NA,"99",88,"68",NA,10652,TRUE,TRUE,TRUE,3.6
"23800",23800,"MATH&141","B233","0",0,"B233","2/28/2013",1.95,15,5,85,NA,"96",56,"",NA,12283,FALSE,FALSE,FALSE,0
"23801",23801,"MATH&141","B342","3.9",3.9,"B344","",3.9,20,20,69,NA,"88",71,"",NA,10128,TRUE,TRUE,TRUE,3.9
"23802",23802,"MATH&151","B233","4",4,"B344","",3.93,16,16,97,NA,"93",73,"",680,4865,TRUE,TRUE,TRUE,4
"23803",23803,"MATH&151","B233","4",4,"B344","",3.88,20,20,79,NA,"91",81,"77",NA,3415,TRUE,TRUE,TRUE,4
"23804",23804,"MATH&151","B233","4",4,"B344","",3.94,18,18,87,NA,"99",88,"85",NA,10920,TRUE,TRUE,TRUE,4
"23805",23805,"MATH&151","B232","3.1",3.1,"B344","",3.4,15,15,79,NA,"94",75,"81",NA,3658,TRUE,TRUE,TRUE,3.1
"23806",23806,"MATH&142","B232","4",4,"B344","",4,20,20,88,NA,"82",89,"46",NA,3363,TRUE,TRUE,TRUE,4
"23807",23807,"MATH&151","B233","3.6",3.6,"B344","",3.67,15,15,88,NA,"82",89,"46",NA,3363,TRUE,TRUE,TRUE,3.6
"23808",23808,"MATH&151","B232","3.6",3.6,"B344","",3.06,18,18,91,NA,"99",81,"65",NA,3392,TRUE,TRUE,TRUE,3.6
"23809",23809,"MATH&142","B233","3.5",3.5,"B344","",3.54,17,17,65,NA,"90",46,"",570,7984,TRUE,TRUE,TRUE,3.5
"23810",23810,"MATH&151","B234","3.8",3.8,"B344","",3.53,17,17,65,NA,"90",46,"",570,7984,TRUE,TRUE,TRUE,3.8
"23811",23811,"MATH&141","B233","0",0,"B344","3/21/2013",1.38,12,7,75,NA,"71",NA,"",447,11922,FALSE,FALSE,FALSE,0
"23812",23812,"MATH&141","B342","1.1",1.1,"B344","",2.67,15,15,75,NA,"71",NA,"",447,11922,TRUE,FALSE,FALSE,1.1
"23813",23813,"MATH097","B232","3.1",3.1,"B344","",3.03,15,15,75,NA,"71",NA,"",447,11922,TRUE,TRUE,TRUE,3.1
"23814",23814,"MATH&151","B232","3",3,"B344","",3.52,25,25,98,NA,"93",97,"74",NA,1905,TRUE,TRUE,TRUE,3
"23815",23815,"MATH072","B232","3.8",3.8,"B344","",3.91,18,18,63,NA,"47",NA,"",NA,5170,TRUE,TRUE,TRUE,3.8
"23816",23816,"MATH097","B233","3.7",3.7,"B344","",3.34,22,20,63,NA,"47",NA,"",NA,5170,TRUE,TRUE,TRUE,3.7
"23817",23817,"MATH147","B234","3.2",3.2,"B344","",3.55,20,20,63,NA,"47",NA,"",NA,5170,TRUE,TRUE,TRUE,3.2
"23818",23818,"MATH072","B234","4",4,"B344","",3.77,15,15,89,NA,"34",NA,"",NA,1291,TRUE,TRUE,TRUE,4
"23819",23819,"MATH097","B342","2.3",2.3,"B344","",2.2,15,15,89,NA,"34",NA,"",NA,1291,TRUE,TRUE,FALSE,2.3
"23820",23820,"MATH&151","B233","4",4,"B344","",4,15,15,82,NA,"99",83,"81",NA,7164,TRUE,TRUE,TRUE,4
"23821",23821,"MATH147","B341","3.8",3.8,"B341","",3.93,15,15,78,NA,"86",70,"",NA,11307,TRUE,TRUE,TRUE,3.8
"23822",23822,"MATH&107","B234","3",3,"B344","",3.35,17,17,95,NA,"31",NA,"",365,6046,TRUE,TRUE,TRUE,3
"23823",23823,"MATH072","B232","4",4,"B344","",3.15,20,20,95,NA,"31",NA,"",365,6046,TRUE,TRUE,TRUE,4
"23824",23824,"MATH097","B233","4",4,"B344","",3.86,14,14,95,NA,"31",NA,"",365,6046,TRUE,TRUE,TRUE,4
"23825",23825,"MATH&141","B342","3.7",3.7,"B344","",3.63,15,15,68,NA,"83",73,"",NA,12059,TRUE,TRUE,TRUE,3.7
"23826",23826,"MATH&151","B232","3.4",3.4,"B344","",3.73,18,18,77,NA,"99",82,"54",NA,1316,TRUE,TRUE,TRUE,3.4
"23827",23827,"MATH147","B234","3.9",3.9,"B344","",3.32,19,19,77,NA,"99",82,"54",NA,1316,TRUE,TRUE,TRUE,3.9
"23828",23828,"MATH072","B232","2",2,"B233","",2.91,16,11,71,NA,"54",NA,"",NA,10190,TRUE,TRUE,FALSE,2
"23829",23829,"MATH&141","B234","4",4,"B344","",3.49,18,18,69,NA,"81",61,"",NA,1699,TRUE,TRUE,TRUE,4
"23830",23830,"MATH&141","B234","4",4,"B344","",3.97,15,15,96,NA,"38",NA,"",NA,1111,TRUE,TRUE,TRUE,4
"23831",23831,"MATH072","B232","4",4,"B344","",4,18,18,96,NA,"38",NA,"",NA,1111,TRUE,TRUE,TRUE,4
"23832",23832,"MATH097","B233","4",4,"B344","",3.98,20,20,96,NA,"38",NA,"",NA,1111,TRUE,TRUE,TRUE,4
"23833",23833,"MATH&141","B232","2.1",2.1,"B344","",3.2,17,15,68,80,"24",28,"",NA,6329,TRUE,TRUE,FALSE,2.1
"23834",23834,"MATH&141","B342","3.7",3.7,"B344","",2.03,15,10,68,80,"24",28,"",NA,6329,TRUE,TRUE,TRUE,3.7
"23835",23835,"MATH&142","B233","3.6",3.6,"B344","",3.83,20,20,68,80,"24",28,"",NA,6329,TRUE,TRUE,TRUE,3.6
"23836",23836,"MATH&151","B234","W",NA,"B344","4/1/2013",3.83,25,20,68,80,"24",28,"",NA,6329,FALSE,FALSE,FALSE,-0.1
"23837",23837,"MATH&151","B341","0",0,"B344","8/15/2013",2.08,18,8,66,NA,"88",78,"60",NA,9708,FALSE,FALSE,FALSE,0
"23838",23838,"MATH&141","B233","3.2",3.2,"B344","",3.53,15,15,73,NA,"67",NA,"",NA,3772,TRUE,TRUE,TRUE,3.2
"23839",23839,"MATH&142","B342","1.7",1.7,"B344","",2.93,20,20,73,NA,"67",NA,"",NA,3772,TRUE,FALSE,FALSE,1.7
"23840",23840,"MATH097","B232","3.1",3.1,"B344","",3.41,20,20,73,NA,"67",NA,"",NA,3772,TRUE,TRUE,TRUE,3.1
"23841",23841,"MATH&141","B232","4",4,"B344","",3.46,19,19,83,NA,"95",62,"",680,1349,TRUE,TRUE,TRUE,4
"23842",23842,"MATH&151","B233","4",4,"B344","",3.78,18,18,83,NA,"95",62,"",680,1349,TRUE,TRUE,TRUE,4
"23843",23843,"MATH&141","B232","0",0,"B233","10/16/2012",0,10,0,71,NA,"92",68,"",NA,1434,FALSE,FALSE,FALSE,0
"23844",23844,"MATH&151","B233","1.6",1.6,"B344","",3,15,15,90,NA,"97",84,"81",NA,5164,TRUE,FALSE,FALSE,1.6
"23845",23845,"MATH&151","B342","3.5",3.5,"B344","",3.7,15,15,90,NA,"97",84,"81",NA,5164,TRUE,TRUE,TRUE,3.5
"23846",23846,"MATH&151","B342","3.3",3.3,"B344","",3.6,15,15,86,NA,"99",80,"60",NA,2040,TRUE,TRUE,TRUE,3.3
"23847",23847,"MATH&141","B342","3.8",3.8,"B344","",3.68,17,17,72,NA,"62",NA,"",490,616,TRUE,TRUE,TRUE,3.8
"23848",23848,"MATH&141","B233","3.6",3.6,"B344","",1.8,18,13,77,NA,"97",65,"",675,3088,TRUE,TRUE,TRUE,3.6
"23849",23849,"MATH&151","B234","3.6",3.6,"B344","",3.83,15,15,77,NA,"97",65,"",675,3088,TRUE,TRUE,TRUE,3.6
"23850",23850,"MATH072","B234","2.1",2.1,"B343","",2.55,10,10,67,NA,"31",NA,"",NA,9774,TRUE,TRUE,FALSE,2.1
"23851",23851,"MATH&141","B234","2.7",2.7,"B344","",3.43,20,20,71,NA,"60",NA,"",443,7204,TRUE,TRUE,TRUE,2.7
"23852",23852,"MATH&142","B341","3.9",3.9,"B344","",3.53,15,15,71,NA,"60",NA,"",443,7204,TRUE,TRUE,TRUE,3.9
"23853",23853,"MATH&151","B342","2.1",2.1,"B344","",2.21,16,16,71,NA,"60",NA,"",443,7204,TRUE,TRUE,FALSE,2.1
"23854",23854,"MATH097","B233","3.3",3.3,"B344","",3.23,15,15,71,NA,"60",NA,"",443,7204,TRUE,TRUE,TRUE,3.3
"23855",23855,"MATH&151","B234","3.9",3.9,"B344","",3.77,16,11,81,NA,"99",85,"67",NA,5133,TRUE,TRUE,TRUE,3.9
"23856",23856,"MATH&141","B232","4",4,"B344","",4,15,15,59,NA,"84",72,"",NA,1623,TRUE,TRUE,TRUE,4
"23857",23857,"MATH&142","B233","4",4,"B344","",4,18,18,59,NA,"84",72,"",NA,1623,TRUE,TRUE,TRUE,4
"23858",23858,"MATH&151","B234","3.1",3.1,"B344","",3.45,20,20,59,NA,"84",72,"",NA,1623,TRUE,TRUE,TRUE,3.1
"23859",23859,"MATH&141","B232","4",4,"B344","",3.36,18,18,86,NA,"97",72,"",687,11228,TRUE,TRUE,TRUE,4
"23860",23860,"MATH&142","B233","2.8",2.8,"B344","",3.3,20,20,86,NA,"97",72,"",687,11228,TRUE,TRUE,TRUE,2.8
"23861",23861,"MATH&151","B234","4",4,"B344","",3.83,20,20,86,NA,"97",72,"",687,11228,TRUE,TRUE,TRUE,4
"23862",23862,"MATH&141","B232","4",4,"B344","",4,15,15,67,84,"64",58,"",NA,11539,TRUE,TRUE,TRUE,4
"23863",23863,"MATH&142","B233","2.8",2.8,"B344","",3.08,20,20,67,84,"64",58,"",NA,11539,TRUE,TRUE,TRUE,2.8
"23864",23864,"MATH&151","B234","2.8",2.8,"B344","",3.48,20,20,67,84,"64",58,"",NA,11539,TRUE,TRUE,TRUE,2.8
"23865",23865,"MATH&141","B234","3.5",3.5,"B344","",3.33,19,19,77,NA,"40",NA,"",NA,6097,TRUE,TRUE,TRUE,3.5
"23866",23866,"MATH&142","B341","4",4,"B344","",3.13,15,15,77,NA,"40",NA,"",NA,6097,TRUE,TRUE,TRUE,4
"23867",23867,"MATH&151","B342","2.4",2.4,"B344","",2.48,18,13,77,NA,"40",NA,"",NA,6097,TRUE,TRUE,FALSE,2.4
"23868",23868,"MATH072","B232","4",4,"B344","",3.44,18,18,77,NA,"40",NA,"",NA,6097,TRUE,TRUE,TRUE,4
"23869",23869,"MATH097","B233","4",4,"B344","",3.64,18,18,77,NA,"40",NA,"",NA,6097,TRUE,TRUE,TRUE,4
"23870",23870,"MATH&141","B232","1",1,"B342","",2.5,10,10,56,28,"53",49,"",NA,11140,TRUE,FALSE,FALSE,1
"23871",23871,"MATH&141","B234","1.3",1.3,"B342","",2.47,18,17,56,28,"53",49,"",NA,11140,TRUE,FALSE,FALSE,1.3
"23872",23872,"MATH&141","B342","0",0,"B343","11/27/2013",0,17,0,79,NA,"94",68,"",NA,3462,FALSE,FALSE,FALSE,0
"23873",23873,"MATH&141","B233","3.6",3.6,"B344","",3.58,20,20,81,NA,"65",NA,"",NA,2149,TRUE,TRUE,TRUE,3.6
"23874",23874,"MATH&142","B234","3.3",3.3,"B344","",3.7,20,20,81,NA,"65",NA,"",NA,2149,TRUE,TRUE,TRUE,3.3
"23875",23875,"MATH097","B232","4",4,"B344","",3.95,20,20,81,NA,"65",NA,"",NA,2149,TRUE,TRUE,TRUE,4
"23876",23876,"MATH&141","B342","4",4,"B344","",3.88,17,17,70,NA,"64",NA,"",NA,892,TRUE,TRUE,TRUE,4
"23877",23877,"MATH097","B234","4",4,"B344","4/15/2013",3.71,17,17,70,NA,"64",NA,"",NA,892,TRUE,TRUE,TRUE,4
"23878",23878,"MATH&141","B234","3.8",3.8,"B344","",2.75,20,20,74,63,"40",NA,"",NA,3669,TRUE,TRUE,TRUE,3.8
"23879",23879,"MATH&142","B341","3.8",3.8,"B344","",3.35,12,12,74,63,"40",NA,"",NA,3669,TRUE,TRUE,TRUE,3.8
"23880",23880,"MATH&151","B342","2",2,"B344","",2.32,19,14,74,63,"40",NA,"",NA,3669,TRUE,TRUE,FALSE,2
"23881",23881,"MATH072","B232","3.8",3.8,"B344","",3.88,20,20,74,63,"40",NA,"",NA,3669,TRUE,TRUE,TRUE,3.8
"23882",23882,"MATH097","B233","4",4,"B344","",3.8,20,20,74,63,"40",NA,"",NA,3669,TRUE,TRUE,TRUE,4
"23883",23883,"MATH&141","B341","3.3",3.3,"B344","",2.9,15,15,67,NA,"88",54,"",NA,7569,TRUE,TRUE,TRUE,3.3
"23884",23884,"MATH&142","B342","0",0,"B344","12/13/2013",1.69,18,8,67,NA,"88",54,"",NA,7569,FALSE,FALSE,FALSE,0
"23885",23885,"MATH&151","B342","3.7",3.7,"B344","",3.78,17,12,86,NA,"99",90,"84",NA,4871,TRUE,TRUE,TRUE,3.7
"23886",23886,"MATH&151","B342","2.6",2.6,"B344","",3.19,18,18,70,NA,"92",82,"84",NA,4976,TRUE,TRUE,TRUE,2.6
